,variable,relative_importance,scaled_importance,percentage
140,OTR002,0.10799212753772736,0.10799212753772736,0.001695563737018182
141,MAL008,0.1079762876033783,0.1079762876033783,0.001695315037238935
142,MBD013,0.1079312190413475,0.1079312190413475,0.0016946074243675037
143,INJ023,0.10773636400699615,0.10773636400699615,0.0016915480427463188
144,GNR005,0.10771801322698593,0.10771801322698593,0.0016912599206596374
145,OTR004,0.10769852995872498,0.10769852995872498,0.0016909540175915612
146,aweekend,0.10763432830572128,0.10763432830572128,0.001689945999718669
147,INJ036,0.10751640796661377,0.10751640796661377,0.0016880945550309277
148,EAR002,0.10749460756778717,0.10749460756778717,0.0016877522711390765
149,PNS001,0.10749003291130066,0.10749003291130066,0.0016876804453326525
150,MST013,0.10741213709115982,0.10741213709115982,0.0016864574179610511
151,GNR003,0.10732882469892502,0.10732882469892502,0.0016851493460271205
152,MST009,0.10716533660888672,0.10716533660888672,0.0016825824507985172
153,INJ069,0.10713101178407669,0.10713101178407669,0.0016820435232900554
154,NEO050,0.10707864165306091,0.10707864165306091,0.0016812212698806834
155,RHB004,0.10701712220907211,0.10701712220907211,0.0016802553648584632
156,NEO028,0.10700522363185883,0.10700522363185883,0.0016800685475736763
157,NEO035,0.10699056833982468,0.10699056833982468,0.0016798384476368097
158,RSP008,0.10694880783557892,0.10694880783557892,0.0016791827739478739
159,NVS002,0.10692163556814194,0.10692163556814194,0.0016787561473745377
160,CAR016,0.10667864978313446,0.10667864978313446,0.0016749410740440707
161,NEO062,0.10667096078395844,0.10667096078395844,0.0016748203505388107
162,EST001,0.10663989931344986,0.10663989931344986,0.001674332660332
163,FRS004,0.10651959478855133,0.10651959478855133,0.0016724437819992171
164,tran_in,0.10650508105754852,0.10650508105754852,0.001672215904685025
165,BLD007,0.10641343891620636,0.10641343891620636,0.0016707770489537293
166,MST025,0.10639806091785431,0.10639806091785431,0.0016705356019432094
167,INJ001,0.10638207942247391,0.10638207942247391,0.0016702846795412884
168,ENT013,0.10635393857955933,0.10635393857955933,0.0016698428455496539
169,NEO057,0.10629486292600632,0.10629486292600632,0.0016689153100136016
170,NEO002,0.10625031590461731,0.10625031590461731,0.0016682158857520232
171,INJ042,0.10608620196580887,0.10608620196580887,0.0016656391641915963
172,ADM007,0.10599668323993683,0.10599668323993683,0.0016642336478004162
173,MUS023,0.10598698258399963,0.10598698258399963,0.0016640813396571522
174,MUS020,0.10596355050802231,0.10596355050802231,0.0016637134371144753
175,CIR027,0.10590129345655441,0.10590129345655441,0.0016627359510583205
176,MUS037,0.1058897078037262,0.1058897078037262,0.0016625540469394453
177,NCM002,0.1058289036154747,0.1058289036154747,0.0016615993720107377
178,MUS034,0.10576751083135605,0.10576751083135605,0.0016606354556509104
179,RES012,0.10573519766330719,0.10573519766330719,0.0016601281127804526
180,MUS012,0.10569429397583008,0.10569429397583008,0.0016594858918077037
181,MST008,0.10567327588796616,0.10567327588796616,0.0016591558908306317
182,ENP004,0.10555729269981384,0.10555729269981384,0.001657334860979487
183,FRS010,0.10544229298830032,0.10544229298830032,0.0016555292725069222
184,IMG008,0.10542517900466919,0.10542517900466919,0.0016552605691236063
185,MBD011,0.10539588332176208,0.10539588332176208,0.0016548006032101547
186,CIR033,0.10535300523042679,0.10535300523042679,0.0016541273825001054
187,MBD008,0.10499679297208786,0.10499679297208786,0.0016485345619705733
188,RSP012,0.10498179495334625,0.10498179495334625,0.001648299080947232
189,PLC002,0.10493433475494385,0.10493433475494385,0.001647553917450618
190,MAM015,0.10491950064897537,0.10491950064897537,0.0016473210099903733
191,LYM007,0.1048750951886177,0.1048750951886177,0.0016466238083514691
192,INJ072,0.10484657436609268,0.10484657436609268,0.0016461760083726561
193,DIG008,0.10479774326086044,0.10479774326086044,0.001645409320530143
194,MAM006,0.10479746758937836,0.10479746758937836,0.001645404992264935
195,ENT001,0.10475281625986099,0.10475281625986099,0.001644703930281386
196,SKN005,0.10462773591279984,0.10462773591279984,0.0016427400676783785
197,NEO064,0.10455980151891708,0.10455980151891708,0.0016416734427549676
198,MUS030,0.104533851146698,0.104533851146698,0.0016412660009247153
199,INJ040,0.10449207574129105,0.10449207574129105,0.001640610093275498
200,MST004,0.10443104803562164,0.10443104803562164,0.0016396519089425677
201,MBD020,0.10441131889820099,0.10441131889820099,0.0016393421455298464
202,FAC006,0.10437110811471939,0.10437110811471939,0.0016387108037101876
203,NCM001,0.10434068739414215,0.10434068739414215,0.0016382331737954821
204,CNS011,0.10424220561981201,0.10424220561981201,0.0016366869302949726
205,ENP001,0.10416941344738007,0.10416941344738007,0.001635544034319789
206,GEN023,0.10414326190948486,0.10414326190948486,0.0016351334340257363
207,NEO026,0.10413306951522827,0.10413306951522827,0.0016349734051931825
208,NEO044,0.1040765568614006,0.1040765568614006,0.0016340861108255502
209,SKB009,0.10401160269975662,0.10401160269975662,0.0016330662779584417
210,MST014,0.10398971289396286,0.10398971289396286,0.0016327225903049014
211,GNR006,0.10396672040224075,0.10396672040224075,0.001632361589590529
212,MST023,0.10394250601530075,0.10394250601530075,0.001631981404133073
213,RES010,0.10391844809055328,0.10391844809055328,0.0016316036752585727
214,MBD009,0.10389836877584457,0.10389836877584457,0.001631288413779236
215,NEO056,0.10386337339878082,0.10386337339878082,0.0016307389580581062
216,SUD001,0.10382571816444397,0.10382571816444397,0.0016301477404267266
217,MUS001,0.10355871170759201,0.10355871170759201,0.0016259555231224632
218,GEN001,0.10353291779756546,0.10353291779756546,0.0016255505378751668
219,FAC008,0.10346033424139023,0.10346033424139023,0.0016244109173439243
220,INJ043,0.10337008535861969,0.10337008535861969,0.00162299393689895
221,DIG021,0.10331876575946808,0.10331876575946808,0.0016221881776894245
222,END012,0.10326222330331802,0.10326222330331802,0.0016213004154012293
223,NEO029,0.10313767939805984,0.10313767939805984,0.0016193449753683562
224,MST019,0.10312717407941818,0.10312717407941818,0.0016191800333698906
225,INJ076,0.1029665619134903,0.1029665619134903,0.0016166582924756192
226,INJ073,0.10279986262321472,0.10279986262321472,0.0016140409788063502
227,PNS002,0.10275889188051224,0.10275889188051224,0.0016133977050123345
228,INF011,0.10267498344182968,0.10267498344182968,0.001612080274667143
229,GIS008,0.10261945426464081,0.10261945426464081,0.0016112084216780907
230,GEN013,0.10254970192909241,0.10254970192909241,0.0016101132536003354
231,BLD005,0.10236376523971558,0.10236376523971558,0.001607193897207635
232,MAM008,0.10234715789556503,0.10234715789556503,0.0016069331484738906
233,OTR001,0.10226701200008392,0.10226701200008392,0.001605674793099781
234,GEN004,0.10217493772506714,0.10217493772506714,0.0016042291525203217
235,MST001,0.10206206887960434,0.10206206887960434,0.0016024570203680129
236,MUS017,0.10206173360347748,0.10206173360347748,0.001602451756261679
237,URN001,0.10201603174209595,0.10201603174209595,0.0016017342000782832
238,MST030,0.10190767049789429,0.10190767049789429,0.0016000328409111317
239,HEP009,0.10181435942649841,0.10181435942649841,0.0015985677816283067
240,NEO008,0.10174574702978134,0.10174574702978134,0.001597490511512087
241,MST018,0.10164059698581696,0.10164059698581696,0.0015958395707856014
242,ADM001,0.10162331163883209,0.10162331163883209,0.001595568176859048
243,INJ035,0.10157979279756546,0.10157979279756546,0.0015948848958568938
244,NEO019,0.10151087492704391,0.10151087492704391,0.0015938028295549031
245,RAD004,0.10140372812747955,0.10140372812747955,0.0015921205381506948
246,SKB001,0.10133610665798187,0.10133610665798187,0.0015910588263931956
247,DIG012,0.10132087022066116,0.10132087022066116,0.0015908196020053501
248,INJ041,0.10130943357944489,0.10130943357944489,0.0015906400374892903
249,INJ005,0.10130461305379868,0.10130461305379868,0.0015905643513382211
250,RSP015,0.10130134969949722,0.10130134969949722,0.0015905131140365701
251,NEO033,0.10125461220741272,0.10125461220741272,0.0015897792976136095
252,INJ013,0.1010696142911911,0.1010696142911911,0.0015868746807186443
253,INJ031,0.1010012999176979,0.1010012999176979,0.001585802089808055
254,MBD002,0.10093632340431213,0.10093632340431213,0.0015847819060005241
255,RES009,0.10089606046676636,0.10089606046676636,0.00158414974531988
256,URN002,0.1008591428399086,0.1008591428399086,0.0015835701087224354
257,SKB010,0.10083723813295364,0.10083723813295364,0.0015832261871086136
258,drgver,0.10068134218454361,0.10068134218454361,0.0015807784946434405
259,ESA010,0.10045740753412247,0.10045740753412247,0.0015772625395328859
260,MBD024,0.1004129946231842,0.1004129946231842,0.0015765652209138409
261,EAR001,0.10037453472614288,0.10037453472614288,0.0015759613694272597
262,RSP011,0.10034944117069244,0.10034944117069244,0.0015755673803131943
263,CIR022,0.10029227286577225,0.10029227286577225,0.0015746697916931755
264,MBD010,0.10023092478513718,0.10023092478513718,0.001573706577214193
265,RES004,0.10019616037607193,0.10019616037607193,0.0015731607478774265
266,MAM001,0.09994848072528839,0.09994848072528839,0.0015692719770582834
267,CAR004,0.09992696344852448,0.09992696344852448,0.0015689341384117809
268,INJ025,0.09978748112916946,0.09978748112916946,0.0015667441531966927
269,GIS005,0.09976273030042648,0.09976273030042648,0.001566355545169102
270,NEO016,0.09973988682031631,0.09973988682031631,0.0015659968840575449
271,MST029,0.09969309717416763,0.09969309717416763,0.001565262248773599
272,MUS006,0.09962848573923111,0.09962848573923111,0.001564247796992965
273,DIG020,0.09959949553012848,0.09959949553012848,0.0015637926272652845
274,SKB006,0.09935252368450165,0.09935252368450165,0.001559914969559513
275,CAR006,0.09931325912475586,0.09931325912475586,0.0015592984842177303
276,GEN026,0.09930730611085892,0.09930730611085892,0.0015592050170852665
277,GIS029,0.09928905963897705,0.09928905963897705,0.0015589185327205557
278,MUS029,0.09927470982074738,0.09927470982074738,0.0015586932289694602
279,PNS005,0.09915649890899658,0.09915649890899658,0.0015568372220562297
280,NEO020,0.09905781596899033,0.09905781596899033,0.0015552878200919198
281,CNS010,0.09884686768054962,0.09884686768054962,0.0015519757613667025
282,FRS015,0.09878118336200714,0.09878118336200714,0.0015509444644457998
283,MAL004,0.09877214580774307,0.09877214580774307,0.0015508025675350632
284,year,0.09874071180820465,0.09874071180820465,0.0015503090283212147
285,BLD004,0.09873522818088531,0.09873522818088531,0.0015502229309376184
286,GEN006,0.09865172207355499,0.09865172207355499,0.001548911817520028
287,MUS015,0.09863942861557007,0.09863942861557007,0.001548718800287781
288,FAC016,0.09845299273729324,0.09845299273729324,0.0015457916062256503
289,CIR031,0.09832853078842163,0.09832853078842163,0.0015438374529743255
290,CAR022,0.09831923991441727,0.09831923991441727,0.0015436915787388032
291,URN004,0.09825208783149719,0.09825208783149719,0.0015426372367301716
292,NEO060,0.09821436554193497,0.09821436554193497,0.0015420449662775255
293,CIR010,0.09820137917995453,0.09820137917995453,0.0015418410698921881
294,ADM020,0.09816569089889526,0.09816569089889526,0.001541280735017968
295,MST003,0.09807485342025757,0.09807485342025757,0.001539854513141874
296,RSP013,0.09805038571357727,0.09805038571357727,0.0015394703503596322
297,NEO036,0.09797537326812744,0.09797537326812744,0.0015382925943025034
298,SUD002,0.09792577475309372,0.09792577475309372,0.0015375138575054925
299,NEO063,0.09789352864027023,0.09789352864027023,0.0015370075674563015
300,MHT002,0.09778290241956711,0.09778290241956711,0.0015352706463263603
301,FAC003,0.09771469235420227,0.09771469235420227,0.0015341996931377416
302,END001,0.09754206985235214,0.09754206985235214,0.0015314893802565717
303,LYM005,0.09702065587043762,0.09702065587043762,0.0015233027590660626
304,SYM017,0.0967785120010376,0.0967785120010376,0.0015195009044915012
305,RSP002,0.0967593714594841,0.0967593714594841,0.0015192003825098997
306,MBD006,0.09666388481855392,0.09666388481855392,0.001517701165025974
307,NEO069,0.09654129296541214,0.09654129296541214,0.0015157763737899791
308,EYE007,0.09649548679590225,0.09649548679590225,0.0015150571798846128
309,NVS016,0.09641935676336288,0.09641935676336288,0.0015138618768063706
310,MRS003,0.09636016190052032,0.09636016190052032,0.0015129324695880662
311,EYE008,0.09629209339618683,0.09629209339618683,0.0015118637390221217
312,DIG019,0.09626397490501404,0.09626397490501404,0.0015114222559709097
313,CIR035,0.09626251459121704,0.09626251459121704,0.0015113993278633214
314,MST010,0.0961265116930008,0.0961265116930008,0.0015092639723739661
315,INF009,0.09606114029884338,0.09606114029884338,0.0015082375886189753
316,RES008,0.09605354815721512,0.09605354815721512,0.0015081183858555453
317,RAD002,0.09603004902601242,0.09603004902601242,0.0015077494304916016
318,INJ021,0.0960107073187828,0.0960107073187828,0.0015074457500461997
319,NEO047,0.09593504667282104,0.09593504667282104,0.0015062578167168252
320,INF003,0.09578513354063034,0.09578513354063034,0.001503904059304679
321,NVS007,0.0957803949713707,0.0957803949713707,0.0015038296599351583
322,GEN010,0.0957232192158699,0.0957232192158699,0.0015029319543349987
323,NEO009,0.09564265608787537,0.09564265608787537,0.0015016670480730069
324,ADM003,0.09559595584869385,0.09559595584869385,0.0015009338165507498
325,PNS003,0.09548402577638626,0.09548402577638626,0.0014991764238961765
326,INJ026,0.09532833099365234,0.09532833099365234,0.0014967318898948037
327,MUS032,0.0952819213271141,0.0952819213271141,0.001496003220598036
328,GEN020,0.0952569767832756,0.0952569767832756,0.001495611571086786
329,MAM010,0.09523939341306686,0.09523939341306686,0.0014953354979546024
330,CAR019,0.09521514177322388,0.09521514177322388,0.0014949547275964425
331,MST007,0.09514312446117401,0.09514312446117401,0.0014938239975558975
332,EYE012,0.09511306881904602,0.09511306881904602,0.0014933520996680888
333,CNS002,0.09508678317070007,0.09508678317070007,0.0014929393937315025
334,MBD005,0.09493131190538406,0.09493131190538406,0.0014904983691343525
335,INF010,0.09480371326208115,0.09480371326208115,0.0014884949672437696
336,HEP002,0.09473317116498947,0.09473317116498947,0.0014873873992710942
337,CAR021,0.09466738253831863,0.09466738253831863,0.0014863544646282212
338,INJ024,0.09458321332931519,0.09458321332931519,0.0014850329399781034
339,INJ009,0.09456752985715866,0.09456752985715866,0.0014847866967818127
340,MST005,0.09448663145303726,0.09448663145303726,0.0014835165264134868
341,ESA002,0.09447284042835236,0.09447284042835236,0.001483299996172948
342,CAR009,0.09431172907352448,0.09431172907352448,0.0014807704176092458
343,INJ012,0.09427673369646072,0.09427673369646072,0.001480220961888116
344,MUS009,0.09414412081241608,0.09414412081241608,0.0014781388323628047
345,CIR020,0.09409372508525848,0.09409372508525848,0.0014773475786907327
346,ADM006,0.09396035224199295,0.09396035224199295,0.0014752535171910642
347,RHB003,0.09395233541727066,0.09395233541727066,0.001475127646559611
348,GEN014,0.09376593679189682,0.09376593679189682,0.001472201037398184
349,GEN017,0.09376275539398193,0.09376275539398193,0.0014721510868780812
350,MHT003,0.0936865508556366,0.0936865508556366,0.0014709546139984315
351,GIS001,0.09363138675689697,0.09363138675689697,0.001470088493036276
352,SYM004,0.09358799457550049,0.09358799457550049,0.0014694072006965146
353,SKB002,0.09350743889808655,0.09350743889808655,0.0014681424114146634
354,NVS012,0.09340431541204453,0.09340431541204453,0.0014665232892864632
355,DIG016,0.09318023920059204,0.09318023920059204,0.0014630051115532344
356,pclass_orproc,0.09317364543676376,0.09317364543676376,0.0014629015841286655
357,LYM002,0.09311132878065109,0.09311132878065109,0.0014619231622313845
358,GIS014,0.0930827334523201,0.0930827334523201,0.0014614741924511639
359,RSP004,0.09304355084896088,0.09304355084896088,0.0014608589938909294
360,RES006,0.09302159398794174,0.09302159398794174,0.0014605142534161223
361,MAM007,0.0929073840379715,0.0929073840379715,0.0014587210648384775
362,GEN012,0.09290701150894165,0.09290701150894165,0.0014587152158314397
363,INJ047,0.09275440126657486,0.09275440126657486,0.00145631911160834
364,OST001,0.09268594533205032,0.09268594533205032,0.0014552442980750762
365,FAC021,0.09265951812267303,0.09265951812267303,0.0014548293695158157
366,IMG002,0.09249900281429291,0.09249900281429291,0.0014523091493633738
367,CAR015,0.09237966686487198,0.09237966686487198,0.0014504354784488892
368,NVS020,0.09236080944538116,0.09236080944538116,0.0014501394017126363
369,NVS009,0.0923558920621872,0.0923558920621872,0.0014500621948197376
370,END017,0.09233812987804413,0.09233812987804413,0.0014497833141641759
371,EAR003,0.09217425435781479,0.09217425435781479,0.0014472103359682534
372,NEO067,0.09214271605014801,0.09214271605014801,0.0014467151590324343
373,INJ074,0.09212303906679153,0.09212303906679153,0.0014464062144806983
374,XXX000,0.09206572920084,0.09206572920084,0.0014455064032380053
375,GEN022,0.09205642342567444,0.09205642342567444,0.0014453602950422013
376,ADM017,0.0920083150267601,0.0920083150267601,0.0014446049542733415
377,HEP004,0.09195639193058014,0.09195639193058014,0.0014437897196724148
378,INJ002,0.091938816010952,0.091938816010952,0.001443513763520372
379,INJ049,0.09193139523267746,0.09193139523267746,0.0014433972513001791
380,CIR002,0.0918736606836319,0.0918736606836319,0.001442490772189463
381,NEO040,0.09183742105960846,0.09183742105960846,0.001441921780784827
382,MAL010,0.09177503734827042,0.09177503734827042,0.0014409423060662793
383,MBD022,0.09175300598144531,0.09175300598144531,0.0014405963957900645
384,CAR010,0.09163416177034378,0.09163416177034378,0.0014387304455648698
385,PRG028,0.09157712012529373,0.09157712012529373,0.0014378348456072438
386,GIS027,0.09154745936393738,0.09154745936393738,0.0014373691476668952
387,PNS006,0.09149964153766632,0.09149964153766632,0.0014366183691235247
388,RES005,0.09135684370994568,0.09135684370994568,0.0014343763277458001
389,DIG009,0.09135616570711136,0.09135616570711136,0.0014343656825529915
390,INJ010,0.09130147844552994,0.09130147844552994,0.0014335070483198443
391,RES007,0.09121254831552505,0.09121254831552505,0.0014321107733597839
392,INJ004,0.09108326584100723,0.09108326584100723,0.0014300809339573902
393,EAR006,0.09106676280498505,0.09106676280498505,0.0014298218229456161
394,EST005,0.09101706743240356,0.09101706743240356,0.0014290415654067755
395,DIG018,0.09094653278589249,0.09094653278589249,0.0014279341144142407
396,CIR013,0.09090680629014969,0.09090680629014969,0.0014273103763037312
397,INJ050,0.0906979963183403,0.0906979963183403,0.0014240318908789109
398,CAR025,0.09048224240541458,0.09048224240541458,0.001420644379962906
399,GIS010,0.09031801670789719,0.09031801670789719,0.001418065903700368
400,URN010,0.09026634693145752,0.09026634693145752,0.0014172546464242268
401,DIG024,0.09009246528148651,0.09009246528148651,0.0014145245638992694
402,MAM011,0.09008631110191345,0.09008631110191345,0.0014144279383030052
403,NVS022,0.09006265550851822,0.09006265550851822,0.0014140565263561057
